source_label,source_dataset,split,sample_id,fov_id,cell_type,pathway,target_family,reference_count,passed_reference_count,negative_reference_count,min_unit_target_count,min_unique_unit_count,max_q_value,min_mean_delta,max_mean_delta,route_label,label_usage,training_eligible,leakage_risk,label_reason,stratum_key
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,egf_signaling,pathway_module,4,0,4,195,195,0.9868985283112915,7.381912405600007e-05,0.00042029247973667265,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|egf_signaling|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,egf_signaling,receptor,4,0,3,195,195,0.9786215771397099,-0.0020535596814717774,0.0006938647075226091,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|egf_signaling|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,growth_factor,pathway_module,4,0,0,195,195,0.8459218050211159,-0.0007749113489297042,-0.00018003603742214916,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|growth_factor|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,growth_factor,receptor,4,0,0,390,195,0.847278106335074,-0.00040199605965031025,-0.0002283794317638932,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|growth_factor|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,immune_checkpoint,pathway_module,4,0,2,195,195,0.9868985283112915,-0.0001508873571712372,0.00014014812308608864,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|immune_checkpoint|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,immune_checkpoint,receptor,4,0,1,195,195,0.999708857455628,-0.0006539114972205733,0.0008380064111030869,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|immune_checkpoint|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,matrix,pathway_module,4,0,1,195,195,0.9696305171754339,-0.00272780631640694,0.0011247849638119415,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|matrix|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,matrix,receptor,4,0,3,390,195,0.999708857455628,-2.4058159267819394e-05,0.0015346693860400034,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|matrix|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,notch_signaling,pathway_module,4,0,1,195,195,0.9701251966571295,-0.0006184342367001948,0.00018415583947487967,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|notch_signaling|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,notch_signaling,receptor,4,0,3,195,195,0.999708857455628,-0.0005387078109567183,0.001362119443028928,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|notch_signaling|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,tgfb_signaling,pathway_module,4,0,1,195,195,0.9868985283112915,-0.002832750303478672,0.0018337426654502658,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|tgfb_signaling|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Cancer.cells,tgfb_signaling,receptor,4,0,3,195,195,0.9720068141372981,-7.137276755024089e-07,0.0002581941127578474,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Cancer.cells|tgfb_signaling|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Low.quality,chemokine,receptor,4,0,4,92,46,0.999708857455628,0.00029079463489720776,0.0010446181543735168,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Low.quality|chemokine|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Low.quality,cytokine,receptor,4,0,1,138,46,0.9720068141372981,-0.0010444009110072816,6.691468316306841e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Low.quality|cytokine|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Low.quality,growth_factor,receptor,4,0,2,92,46,0.9894907103115469,-0.0011023768615132158,0.0003288243550725171,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Low.quality|growth_factor|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_29,Low.quality,matrix,receptor,4,0,1,92,46,0.999708857455628,-0.001184891061723135,0.00039405804135792135,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_29|Low.quality|matrix|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,adhesion,pathway_module,4,0,0,149,149,0.8635615533772947,-0.0019276237729379487,-0.0001369808463930698,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|adhesion|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,adhesion,receptor,4,0,1,149,149,0.9701251966571295,-0.0035780122762418343,0.0013944795479875565,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|adhesion|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,angiogenesis,pathway_module,4,0,3,149,149,0.9868985283112915,-0.00015435545013343122,0.0003631218177736318,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|angiogenesis|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,angiogenesis,receptor,4,0,0,149,149,0.8298998327720631,-0.0010743942556429684,-0.00021479460848954,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|angiogenesis|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,chemokine,pathway_module,4,0,2,149,149,0.999708857455628,-0.00016916519342017144,0.0005506203638874931,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|chemokine|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,chemokine,receptor,4,0,0,298,149,0.8298998327720631,-0.0009028512078133601,-0.00024885905659186096,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|chemokine|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,cytokine,pathway_module,4,0,4,149,149,0.999708857455628,0.0003416523176573511,0.0006031827812671357,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|cytokine|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,cytokine,receptor,4,0,1,447,149,0.9720068141372981,-0.0007065491462349874,0.0009402736225027595,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|cytokine|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,death_receptor,pathway_module,4,0,1,149,149,0.9720068141372981,-0.0002095173440843954,0.00020328867267672903,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|death_receptor|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,death_receptor,receptor,4,0,4,149,149,0.999708857455628,0.0004032422421151521,0.00153243740852928,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|death_receptor|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,egf_signaling,pathway_module,4,0,2,149,149,0.9899021355799076,-0.00024667840361000806,0.0005272564551625764,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|egf_signaling|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,egf_signaling,receptor,4,0,4,149,149,0.999708857455628,0.0005900751408441187,0.0013085642202679858,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|egf_signaling|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,growth_factor,pathway_module,4,0,0,149,149,0.894262461256781,-0.0007551482016051165,-3.034358330236537e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|growth_factor|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,growth_factor,receptor,4,0,3,298,149,0.9868985283112915,-6.018813072961727e-05,0.000519504338199215,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|growth_factor|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,immune_checkpoint,pathway_module,4,0,0,149,149,0.8635615533772947,-0.00022321562190638438,-7.167742550624904e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|immune_checkpoint|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,immune_checkpoint,receptor,4,0,0,149,149,0.8844445018695991,-0.000444859218425238,-7.532657011329225e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|immune_checkpoint|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,matrix,pathway_module,4,0,1,149,149,0.9073521555210207,-0.003002037342021146,5.452513946818662e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|matrix|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,matrix,receptor,4,0,4,298,149,0.999708857455628,0.0003496251949282931,0.0008562735000733305,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|matrix|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,notch_signaling,pathway_module,4,0,2,149,149,0.9720068141372981,-9.220993144427318e-05,0.0002923215649332121,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|notch_signaling|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,notch_signaling,receptor,4,0,0,149,149,0.8844445018695991,-0.0009936799280737454,-0.0001365103727267217,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|notch_signaling|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,tgfb_signaling,pathway_module,4,0,2,149,149,0.9262303462442788,-0.00024410147829706706,0.00037028450231687133,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|tgfb_signaling|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Cancer.cells,tgfb_signaling,receptor,4,0,2,149,149,0.9915490192940056,-0.0004269538392394176,0.0003866087807417704,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Cancer.cells|tgfb_signaling|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Low.quality,chemokine,receptor,4,0,4,138,69,0.999708857455628,0.00011671104581723384,0.0006831481122132139,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Low.quality|chemokine|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Low.quality,cytokine,receptor,4,0,0,207,69,0.8363228591571171,-0.00033274542757846695,-4.106307753831079e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Low.quality|cytokine|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Low.quality,growth_factor,receptor,4,0,2,138,69,0.999708857455628,-0.001339581165410187,0.00031853528455324365,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Low.quality|growth_factor|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_30,Low.quality,matrix,receptor,4,0,1,138,69,0.9501538167133289,-0.00039151672444527066,5.227045435601195e-05,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_30|Low.quality|matrix|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_31,Cancer.cells,adhesion,pathway_module,4,0,3,97,97,0.999708857455628,-0.0004760848658489996,0.002809113693213098,expression_only,replication_only,False,replication_only,true_neighbor does not improve over references,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_31|Cancer.cells|adhesion|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_31,Cancer.cells,adhesion,receptor,4,0,1,97,97,0.9212700285291046,-0.005241910763025739,0.0004201332205904764,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_31|Cancer.cells|adhesion|receptor
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_31,Cancer.cells,angiogenesis,pathway_module,4,0,0,97,97,0.740704950596859,-0.0005643965694640611,-0.00045593464743757584,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_31|Cancer.cells|angiogenesis|pathway_module
cosmx_bcc_cp6l_s20000,cosmx_6k_bcc_yerly_2024,test,PatientB:Ulcerated_nodular,Run6057_Patient4_31,Cancer.cells,angiogenesis,receptor,4,0,0,97,97,0.7981948643813043,-0.001101749244998441,-0.0006323401737998783,abstain_uncertain,replication_only,False,replication_only,mixed or underpowered reference evidence,cosmx_bcc_cp6l_s20000|cosmx_6k_bcc_yerly_2024|PatientB:Ulcerated_nodular|Run6057_Patient4_31|Cancer.cells|angiogenesis|receptor
