artifact_name,phase,source_dataset,output_label,artifact_kind,local_path,modal_path,local_available,modal_available,fine_grained_potential,label_leakage_risk,row_or_unit_count,usable_for_cp_r4_training,blocking_reason
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_contrastive_scores,CP-4.10,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_contrastive_scores.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_module_targets,CP-4.10,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_module_targets.parquet,False,True,True,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_pair_availability,CP-4.10,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_pair_availability.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_selected_pairs,CP-4.10,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_selected_pairs.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_residual_comparisons,CP-4.10,xenium_breast_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_residual_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_residual_metrics,CP-4.10,xenium_breast_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_residual_metrics.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_residual_unit_scores,CP-4.10,xenium_breast_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_residual_unit_scores.parquet,False,True,True,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_signal_associations,CP-4.10,xenium_breast_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_signal_associations.parquet,False,True,True,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_signal_comparisons,CP-4.10,xenium_breast_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_signal_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_variant_signal_table,CP-4.10,xenium_breast_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_variant_signal_table.parquet,False,True,True,low,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_modal_summary,CP-4.10,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_modal_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_report,CP-4.10,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_report.md,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/cp410_summary,CP-4.10,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp410_biology_triage/cp410_biology_triage_bounded/evaluation/biology_triage/cp410_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_label_spatial_comparisons,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_label_spatial_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_label_spatial_metrics,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_label_spatial_metrics.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_label_spatial_comparisons,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_label_spatial_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_label_spatial_metrics,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_label_spatial_metrics.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_label_spatial_comparisons,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_label_spatial_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_label_spatial_metrics,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_label_spatial_metrics.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_claim_audit,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_claim_audit.parquet,False,True,False,blocked_high,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_module_coverage,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_module_coverage.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_pair_coverage,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_pair_coverage.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_split_feasibility,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_split_feasibility.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_claim_audit,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_claim_audit.parquet,False,True,False,blocked_high,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_module_coverage,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_module_coverage.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_pair_coverage,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_pair_coverage.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_split_feasibility,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_split_feasibility.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_claim_audit,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_claim_audit.parquet,False,True,False,blocked_high,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_module_coverage,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_module_coverage.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_pair_coverage,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_pair_coverage.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_split_feasibility,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_split_feasibility.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_residual_comparisons,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_residual_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_residual_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_residual_summary.json,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_residual_comparisons,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_residual_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_residual_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_residual_summary.json,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_residual_comparisons,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_residual_comparisons.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_residual_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,residual_or_signal_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_residual_summary.json,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_modal_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_modal_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_report,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_report.md,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/cp411_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_bounded/evaluation/second_dataset_viability/cp411_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_modal_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_modal_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_report,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_report.md,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/cp411_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6b_top4_s1000/evaluation/second_dataset_viability/cp411_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_modal_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_modal_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_report,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_report.md,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/cp411_summary,CP-4.11,xenium_breast_biomarkers_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp411_second_dataset_viability/cp411_viability_cp6c_all12_s500/evaluation/second_dataset_viability/cp411_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_aggregate_metrics,CP-4.3,xenium_breast_v1,not_recorded,metric_or_comparison,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_aggregate_metrics.parquet,False,True,True,blocked_high,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_pair_metrics,CP-4.3,xenium_breast_v1,not_recorded,metric_or_comparison,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_pair_metrics.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_aggregate_metrics,CP-4.3,xenium_breast_v1,not_recorded,metric_or_comparison,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_aggregate_metrics.parquet,False,True,True,blocked_high,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_pair_metrics,CP-4.3,xenium_breast_v1,not_recorded,metric_or_comparison,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_pair_metrics.parquet,False,True,True,medium,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_pair_availability,CP-4.3,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_pair_availability.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_center_scores,CP-4.3,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_center_scores.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_pair_availability,CP-4.3,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_pair_availability.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_center_scores,CP-4.3,xenium_breast_v1,not_recorded,other_candidate,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_center_scores.parquet,False,True,False,low,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/cp4_lr_smoke_summary,CP-4.3,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/cp4_lr_smoke_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_summary,CP-4.3,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3_mu128_mg64_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/cp4_lr_smoke_summary,CP-4.3,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/cp4_lr_smoke_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_summary,CP-4.3,xenium_breast_v1,not_recorded,summary_or_report,not_recorded,/cellpack/runs/xenium_breast_v1/cp3_modal_smoke/cp3lr_mu128_mg128_k5_steps12/evaluation/ligand_receptor_recovery/lr_recovery_summary.json,False,True,False,medium,0,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp44_cell_type/cp6a_loader_smoke/cell_type_comparisons,CP-4.4,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp44_cell_type/cp6a_loader_smoke/evaluation/cell_type_comparisons.parquet,False,True,True,medium,1934,False,modal_only_not_local
xenium_breast_biomarkers_v1/cp44_cell_type/cp6a_loader_smoke/cell_type_confusion,CP-4.4,xenium_breast_biomarkers_v1,not_recorded,label_or_celltype_artifact,not_recorded,/cellpack/runs/xenium_breast_biomarkers_v1/cp44_cell_type/cp6a_loader_smoke/evaluation/cell_type_confusion.parquet,False,True,True,low,1934,False,modal_only_not_local
