benchmark_run_id,expanded_ladder_case_id,dataset_id,platform,cancer_or_tissue_context,split_id,seed,task_id,synthetic_status,claim_scope,rung_order,artifact_registry_ids,effective_signal_strength,rung_id,signal_family,signal_class,graph_mode,k,radius_um,distance_decay_um,threshold_gate,injected_signal_strength,expected_detectability,noise_fraction,prevalence,localization_scope,expected_route,expected_context_positive,expected_failure_mode,description
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:fov_holdout:seed2:receiver_state_specific_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,fov_holdout,2,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,7,h6_expanded_ladder,0.8149366183637029,receiver_state_specific_signal,receiver_state_conditioned,state_conditioned_neighbor,knn,5.0,,,,0.76,0.81,0.12,0.28,receiver_state_subset,positive_control_only,True,none,Context helps only in one receiver-state subset.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:fov_holdout:seed2:rare_niche_local_strong_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,fov_holdout,2,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,8,h6_expanded_ladder,0.6963765797825475,rare_niche_local_strong_signal,rare_niche,rare_local_neighborhood,knn,5.0,,,,1.0,0.69,0.2,0.08,rare_but_strong_local_niche,positive_control_only,True,none,Low-prevalence but locally strong synthetic niche.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:fov_holdout:seed2:null_no_context_scale_control,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,fov_holdout,2,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,9,h6_expanded_ladder,0.002219318170617176,null_no_context_scale_control,null_control,no_neighbor_signal,none,,,,,0.0,0.0,0.0,0.0,none,expression_only,False,none,No injected neighbor signal.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:fov_holdout:seed2:fov_confounded_positive_trap,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,fov_holdout,2,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,10,h6_expanded_ladder,0.8897330860816253,fov_confounded_positive_trap,confounded_trap,sample_or_fov_artifact,confounded,5.0,,,,0.9,0.88,0.05,0.7,fov_or_sample_confound,abstain_uncertain,False,confounded_signal_caught_by_controls,"Signal follows FOV/sample artifact, not true neighbors."
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:k3_linear_contact_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,0,h6_expanded_ladder,0.7265994494889395,k3_linear_contact_signal,k_sensitivity,linear_mean_neighbor,knn,3.0,,,,0.72,0.72,0.14,0.42,contact_neighbor_scale,positive_control_only,True,none,Linear contact-scale signal under k=3 neighbors.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:k5_linear_reference_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,1,h6_expanded_ladder,0.8495972262158983,k5_linear_reference_signal,k_sensitivity,linear_mean_neighbor,knn,5.0,,,,0.75,0.84,0.12,0.45,registered_k5_reference,positive_control_only,True,none,Reference linear k=5 signal for H6 compatibility.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:k10_linear_diluted_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,2,h6_expanded_ladder,0.7650667744747053,k10_linear_diluted_signal,k_sensitivity,linear_mean_neighbor,knn,10.0,,,,0.78,0.76,0.16,0.45,broader_knn_scale,positive_control_only,True,none,Broader k=10 signal with mild neighbor dilution.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:radius40_contact_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,3,h6_expanded_ladder,0.7110043565116366,radius40_contact_signal,radius_sensitivity,radius_mean_neighbor,radius,,40.0,,,0.7,0.7,0.16,0.38,short_radius_contact,positive_control_only,True,none,Short-radius contact-like synthetic signal.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:radius120_paracrine_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,4,h6_expanded_ladder,0.8072377321536741,radius120_paracrine_signal,radius_sensitivity,radius_mean_neighbor,radius,,120.0,,,0.78,0.79,0.12,0.5,paracrine_radius,positive_control_only,True,none,Medium-radius paracrine-like synthetic signal.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:distance_decay_short_range_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,5,h6_expanded_ladder,0.8758361673019445,distance_decay_short_range_signal,distance_decay,distance_weighted_neighbor,distance_decay,8.0,160.0,45.0,,0.8,0.86,0.1,0.48,short_distance_weighted,positive_control_only,True,none,Closer neighbors carry higher synthetic weight.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:threshold_gated_sender_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,6,h6_expanded_ladder,0.7492677163913072,threshold_gated_sender_signal,threshold_gated,threshold_neighbor_activation,knn,5.0,,,0.62,0.82,0.74,0.18,0.35,sender_threshold_high,positive_control_only,True,none,Signal appears only above sender-neighborhood threshold.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:receiver_state_specific_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,7,h6_expanded_ladder,0.8217453354438174,receiver_state_specific_signal,receiver_state_conditioned,state_conditioned_neighbor,knn,5.0,,,,0.76,0.81,0.12,0.28,receiver_state_subset,positive_control_only,True,none,Context helps only in one receiver-state subset.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:rare_niche_local_strong_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,8,h6_expanded_ladder,0.691304487334868,rare_niche_local_strong_signal,rare_niche,rare_local_neighborhood,knn,5.0,,,,1.0,0.69,0.2,0.08,rare_but_strong_local_niche,positive_control_only,True,none,Low-prevalence but locally strong synthetic niche.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:null_no_context_scale_control,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,9,h6_expanded_ladder,0.012214262800341068,null_no_context_scale_control,null_control,no_neighbor_signal,none,,,,,0.0,0.0,0.0,0.0,none,expression_only,False,none,No injected neighbor signal.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed0:fov_confounded_positive_trap,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,0,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,10,h6_expanded_ladder,0.8886471447927522,fov_confounded_positive_trap,confounded_trap,sample_or_fov_artifact,confounded,5.0,,,,0.9,0.88,0.05,0.7,fov_or_sample_confound,abstain_uncertain,False,confounded_signal_caught_by_controls,"Signal follows FOV/sample artifact, not true neighbors."
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:k3_linear_contact_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,0,h6_expanded_ladder,0.7253866795602689,k3_linear_contact_signal,k_sensitivity,linear_mean_neighbor,knn,3.0,,,,0.72,0.72,0.14,0.42,contact_neighbor_scale,positive_control_only,True,none,Linear contact-scale signal under k=3 neighbors.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:k5_linear_reference_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,1,h6_expanded_ladder,0.8590803700823058,k5_linear_reference_signal,k_sensitivity,linear_mean_neighbor,knn,5.0,,,,0.75,0.84,0.12,0.45,registered_k5_reference,positive_control_only,True,none,Reference linear k=5 signal for H6 compatibility.
contextgate_hardening_h6_expanded_ladder,contextgate_hardening_h6_expanded_ladder:gse310352_cosmx_pdac_1k:unit_hash_split:seed1:k10_linear_diluted_signal,gse310352_cosmx_pdac_1k,CosMx,pancreatic_cancer,unit_hash_split,1,expanded_positive_null_control_ladder,expanded_synthetic_control_only,synthetic_sensitivity_specificity_only,2,h6_expanded_ladder,0.765140431897049,k10_linear_diluted_signal,k_sensitivity,linear_mean_neighbor,knn,10.0,,,,0.78,0.76,0.16,0.45,broader_knn_scale,positive_control_only,True,none,Broader k=10 signal with mild neighbor dilution.
