signal_family,rung_id,graph_mode,k,radius_um,method_id,method_family,sensitivity,recovery_rate,row_count,mean_effective_signal_strength,mean_prevalence
radius_sensitivity,radius40_contact_signal,radius,,40.0,ligand_receptor_pathway_heuristic,ligand_receptor_or_pathway_heuristic,0.7366007646780929,1.0,12,0.7075095584761607,0.38000000000000006
radius_sensitivity,radius40_contact_signal,radius,,40.0,lightweight_graphsage_aggregation,gnn_style_context_aggregation,0.7732015293561858,1.0,12,0.7075095584761607,0.38000000000000006
radius_sensitivity,radius40_contact_signal,radius,,40.0,random_neighbor_control_model,wrong_context_random_neighbor,0.19810283333333334,0.0,12,0.7075095584761607,0.38000000000000006
radius_sensitivity,radius40_contact_signal,radius,,40.0,spatial_statistics_heuristic,spatial_statistics_heuristic,0.54,0.0,12,0.7075095584761607,0.38000000000000006
rare_niche,rare_niche_local_strong_signal,knn,5.0,,always_true_neighbor_mean,always_true_neighbor_context,0.9,1.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,cellpack_packed_context_tiny,cellpack_packed_context,0.7757706071764395,1.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,contextgate_transparent_router,contextgate_transparent_router,0.8696176786273991,1.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,coordinate_shuffled_control_model,wrong_context_coordinate_shuffled,0.19564308333333333,0.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,distant_neighbor_control_model,wrong_context_distant_neighbor,0.19564308333333333,0.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,expression_only_linear,expression_only_or_center_only,0.0,0.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,ligand_receptor_pathway_heuristic,ligand_receptor_or_pathway_heuristic,0.58,0.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,lightweight_graphsage_aggregation,gnn_style_context_aggregation,0.7717960952679462,1.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,random_neighbor_control_model,wrong_context_random_neighbor,0.19564308333333333,0.0,12,0.698725595424664,0.08
rare_niche,rare_niche_local_strong_signal,knn,5.0,,spatial_statistics_heuristic,spatial_statistics_heuristic,0.54,0.0,12,0.698725595424664,0.08
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,always_true_neighbor_mean,always_true_neighbor_context,0.9,1.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,cellpack_packed_context_tiny,cellpack_packed_context,0.7976362790342971,1.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,contextgate_transparent_router,contextgate_transparent_router,0.9060604650571618,1.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,coordinate_shuffled_control_model,wrong_context_coordinate_shuffled,0.2296565,0.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,distant_neighbor_control_model,wrong_context_distant_neighbor,0.2296565,0.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,expression_only_linear,expression_only_or_center_only,0.0,0.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,ligand_receptor_pathway_heuristic,ligand_receptor_or_pathway_heuristic,0.7456161240152431,1.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,lightweight_graphsage_aggregation,gnn_style_context_aggregation,0.7912322480304863,1.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,random_neighbor_control_model,wrong_context_random_neighbor,0.2296565,0.0,12,0.8202015501905392,0.28
receiver_state_conditioned,receiver_state_specific_signal,knn,5.0,,spatial_statistics_heuristic,spatial_statistics_heuristic,0.8020201550190539,1.0,12,0.8202015501905392,0.28
threshold_gated,threshold_gated_sender_signal,knn,5.0,,always_true_neighbor_mean,always_true_neighbor_context,0.9,1.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,cellpack_packed_context_tiny,cellpack_packed_context,0.7852643678075784,1.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,contextgate_transparent_router,contextgate_transparent_router,0.8854406130126306,1.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,coordinate_shuffled_control_model,wrong_context_coordinate_shuffled,0.21041116666666668,0.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,distant_neighbor_control_model,wrong_context_distant_neighbor,0.21041116666666668,0.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,expression_only_linear,expression_only_or_center_only,0.0,0.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,ligand_receptor_pathway_heuristic,ligand_receptor_or_pathway_heuristic,0.7401174968033682,1.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,lightweight_graphsage_aggregation,gnn_style_context_aggregation,0.7802349936067364,1.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,random_neighbor_control_model,wrong_context_random_neighbor,0.21041116666666668,0.0,12,0.7514687100421021,0.3499999999999999
threshold_gated,threshold_gated_sender_signal,knn,5.0,,spatial_statistics_heuristic,spatial_statistics_heuristic,0.6890440680235727,0.5833333333333334,12,0.7514687100421021,0.3499999999999999
