stress_run_id,stress_id,stress_family,stress_axis,stress_level,dataset_id,task_id,method_id,control_id,split_id,seed,observed_value,comparator_value,threshold_value,passed,claim_id,claim_downgrade,evidence_pointer,notes
contextgate_bench_v0_cp_q7,stress_f76696a9bb7d76,seed_sweep,seed,core,all,all,coordinate_shuffled_control_model,all,all,all,0.0026512672065351905,0.9008984393507681,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for coordinate_shuffled_control_model/regret_against_oracle in core tier.
contextgate_bench_v0_cp_q7,stress_f76696a9bb7d76,seed_sweep,seed,core,all,all,coordinate_shuffled_control_model,all,all,all,0.4010908471370156,0.2331441836695359,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for coordinate_shuffled_control_model/replication_rate in core tier.
contextgate_bench_v0_cp_q7,stress_84beae6d7a520a,seed_sweep,seed,core,all,all,distant_neighbor_control_model,all,all,all,0.003826086956521646,0.5904927536231884,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for distant_neighbor_control_model/false_positive_context_rate in core tier.
contextgate_bench_v0_cp_q7,stress_84beae6d7a520a,seed_sweep,seed,core,all,all,distant_neighbor_control_model,all,all,all,0.0005739130434783135,0.43316521739130437,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for distant_neighbor_control_model/no_harm_rate in core tier.
contextgate_bench_v0_cp_q7,stress_84beae6d7a520a,seed_sweep,seed,core,all,all,distant_neighbor_control_model,all,all,all,0.006445455250210896,0.9018556621106176,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for distant_neighbor_control_model/regret_against_oracle in core tier.
contextgate_bench_v0_cp_q7,stress_84beae6d7a520a,seed_sweep,seed,core,all,all,distant_neighbor_control_model,all,all,all,0.40555835555693903,0.23177624804544425,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for distant_neighbor_control_model/replication_rate in core tier.
contextgate_bench_v0_cp_q7,stress_9b1c09a92d4457,seed_sweep,seed,core,all,all,expression_only_linear,all,all,all,0.0,0.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/false_positive_context_rate in core tier.
contextgate_bench_v0_cp_q7,stress_9b1c09a92d4457,seed_sweep,seed,core,all,all,expression_only_linear,all,all,all,0.0,1.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/no_harm_rate in core tier.
contextgate_bench_v0_cp_q7,stress_9b1c09a92d4457,seed_sweep,seed,core,all,all,expression_only_linear,all,all,all,0.003915203020091296,0.5259460503835776,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/regret_against_oracle in core tier.
contextgate_bench_v0_cp_q7,stress_9b1c09a92d4457,seed_sweep,seed,core,all,all,expression_only_linear,all,all,all,0.02848818160833716,0.482244942479171,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/replication_rate in core tier.
contextgate_bench_v0_cp_q7,stress_9bbf3f70dcc376,seed_sweep,seed,core,all,all,random_neighbor_control_model,all,all,all,0.003826086956521646,0.5904927536231884,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/false_positive_context_rate in core tier.
contextgate_bench_v0_cp_q7,stress_9bbf3f70dcc376,seed_sweep,seed,core,all,all,random_neighbor_control_model,all,all,all,0.0005739130434783135,0.43316521739130437,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/no_harm_rate in core tier.
contextgate_bench_v0_cp_q7,stress_9bbf3f70dcc376,seed_sweep,seed,core,all,all,random_neighbor_control_model,all,all,all,0.0035512838755989984,0.9040417609398768,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/regret_against_oracle in core tier.
contextgate_bench_v0_cp_q7,stress_9bbf3f70dcc376,seed_sweep,seed,core,all,all,random_neighbor_control_model,all,all,all,0.40623955751269225,0.23018766360582102,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/replication_rate in core tier.
contextgate_bench_v0_cp_q7,stress_63e2dc218e5f2a,seed_sweep,seed,mini,all,all,always_true_neighbor_mean,all,all,all,0.0,0.7726086956521739,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/false_positive_context_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_63e2dc218e5f2a,seed_sweep,seed,mini,all,all,always_true_neighbor_mean,all,all,all,0.0,0.3949782608695653,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/no_harm_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_63e2dc218e5f2a,seed_sweep,seed,mini,all,all,always_true_neighbor_mean,all,all,all,0.005984445084115553,0.7335623551143245,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/regret_against_oracle in mini tier.
contextgate_bench_v0_cp_q7,stress_63e2dc218e5f2a,seed_sweep,seed,mini,all,all,always_true_neighbor_mean,all,all,all,0.0,0.5,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/replication_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_9cd63f44394682,seed_sweep,seed,mini,all,all,contextgate_transparent_router,all,all,all,0.0,0.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/false_positive_context_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_9cd63f44394682,seed_sweep,seed,mini,all,all,contextgate_transparent_router,all,all,all,0.0,1.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/no_harm_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_9cd63f44394682,seed_sweep,seed,mini,all,all,contextgate_transparent_router,all,all,all,0.003279917862564291,0.21605070303786797,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/regret_against_oracle in mini tier.
contextgate_bench_v0_cp_q7,stress_9cd63f44394682,seed_sweep,seed,mini,all,all,contextgate_transparent_router,all,all,all,0.0,0.5,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/replication_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_5606351ceb7735,seed_sweep,seed,mini,all,all,expression_only_linear,all,all,all,0.0,0.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/false_positive_context_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_5606351ceb7735,seed_sweep,seed,mini,all,all,expression_only_linear,all,all,all,0.0,0.75,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/no_harm_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_5606351ceb7735,seed_sweep,seed,mini,all,all,expression_only_linear,all,all,all,0.004232497815795377,0.4671935102311104,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/regret_against_oracle in mini tier.
contextgate_bench_v0_cp_q7,stress_5606351ceb7735,seed_sweep,seed,mini,all,all,expression_only_linear,all,all,all,0.0,0.5,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/replication_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_8f7e4a2a3231ad,seed_sweep,seed,mini,all,all,random_neighbor_control_model,all,all,all,0.0,0.7726086956521739,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/false_positive_context_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_8f7e4a2a3231ad,seed_sweep,seed,mini,all,all,random_neighbor_control_model,all,all,all,0.0,0.2199782608695652,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/no_harm_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_8f7e4a2a3231ad,seed_sweep,seed,mini,all,all,random_neighbor_control_model,all,all,all,0.004212133894723857,0.92489355650298,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/regret_against_oracle in mini tier.
contextgate_bench_v0_cp_q7,stress_8f7e4a2a3231ad,seed_sweep,seed,mini,all,all,random_neighbor_control_model,all,all,all,0.0,0.5,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/replication_rate in mini tier.
contextgate_bench_v0_cp_q7,stress_4afa0822eb2049,seed_sweep,seed,q1,all,all,always_true_neighbor_mean,all,all,all,0.002165631469979168,0.6224582470669427,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_4afa0822eb2049,seed_sweep,seed,q1,all,all,always_true_neighbor_mean,all,all,all,0.0004283643892339928,0.42467819185645267,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_4afa0822eb2049,seed_sweep,seed,q1,all,all,always_true_neighbor_mean,all,all,all,0.002292812823100121,0.8422244013081933,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_4afa0822eb2049,seed_sweep,seed,q1,all,all,always_true_neighbor_mean,all,all,all,0.3434210679458054,0.27148501706604183,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for always_true_neighbor_mean/replication_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_12fe95ae0239ed,seed_sweep,seed,q1,all,all,contextgate_transparent_router,all,all,all,0.0,0.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_12fe95ae0239ed,seed_sweep,seed,q1,all,all,contextgate_transparent_router,all,all,all,0.0,1.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_12fe95ae0239ed,seed_sweep,seed,q1,all,all,contextgate_transparent_router,all,all,all,0.0024437547339834498,0.34281461130423,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_12fe95ae0239ed,seed_sweep,seed,q1,all,all,contextgate_transparent_router,all,all,all,0.1583772454364054,0.6052075584616293,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for contextgate_transparent_router/replication_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_778da2d5455a8d,seed_sweep,seed,q1,all,all,coordinate_shuffled_control_model,all,all,all,0.002165631469979168,0.6224582470669427,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for coordinate_shuffled_control_model/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_778da2d5455a8d,seed_sweep,seed,q1,all,all,coordinate_shuffled_control_model,all,all,all,0.002095031055900587,0.36523374741200826,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for coordinate_shuffled_control_model/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_778da2d5455a8d,seed_sweep,seed,q1,all,all,coordinate_shuffled_control_model,all,all,all,0.0040892398232325045,0.9077446667748594,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for coordinate_shuffled_control_model/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_778da2d5455a8d,seed_sweep,seed,q1,all,all,coordinate_shuffled_control_model,all,all,all,0.4088186199782943,0.22867276992006,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for coordinate_shuffled_control_model/replication_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_a2f973d10df91b,seed_sweep,seed,q1,all,all,expression_only_linear,all,all,all,0.0,0.0,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_a2f973d10df91b,seed_sweep,seed,q1,all,all,expression_only_linear,all,all,all,0.0023809523809523725,0.915079365079365,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_a2f973d10df91b,seed_sweep,seed,q1,all,all,expression_only_linear,all,all,all,0.0042951529142358225,0.491205046729529,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_a2f973d10df91b,seed_sweep,seed,q1,all,all,expression_only_linear,all,all,all,0.010536497001368161,0.5055926136961668,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for expression_only_linear/replication_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_36a03866687f31,seed_sweep,seed,q1,all,all,ligand_receptor_pathway_heuristic,all,all,all,0.0018095238095238025,0.06453968253968255,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for ligand_receptor_pathway_heuristic/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_36a03866687f31,seed_sweep,seed,q1,all,all,ligand_receptor_pathway_heuristic,all,all,all,0.00106507936507938,0.9620121693121693,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for ligand_receptor_pathway_heuristic/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_36a03866687f31,seed_sweep,seed,q1,all,all,ligand_receptor_pathway_heuristic,all,all,all,0.0012845624690940305,0.5644236524832335,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for ligand_receptor_pathway_heuristic/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_36a03866687f31,seed_sweep,seed,q1,all,all,ligand_receptor_pathway_heuristic,all,all,all,0.06493026299772292,0.4567915810263095,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for ligand_receptor_pathway_heuristic/replication_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_825fd50d34fa48,seed_sweep,seed,q1,all,all,random_neighbor_control_model,all,all,all,0.002165631469979168,0.6224582470669427,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_825fd50d34fa48,seed_sweep,seed,q1,all,all,random_neighbor_control_model,all,all,all,0.002095031055900587,0.36523374741200826,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_825fd50d34fa48,seed_sweep,seed,q1,all,all,random_neighbor_control_model,all,all,all,0.0021978074811771497,0.9065148831965605,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_825fd50d34fa48,seed_sweep,seed,q1,all,all,random_neighbor_control_model,all,all,all,0.40786080269168523,0.2288254006992689,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for random_neighbor_control_model/replication_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_06acce22dc778c,seed_sweep,seed,q1,all,all,spatial_statistics_heuristic,all,all,all,0.0018095238095238025,0.06453968253968255,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for spatial_statistics_heuristic/false_positive_context_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_06acce22dc778c,seed_sweep,seed,q1,all,all,spatial_statistics_heuristic,all,all,all,0.0018587301587301708,0.9337052910052911,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for spatial_statistics_heuristic/no_harm_rate in q1 tier.
contextgate_bench_v0_cp_q7,stress_06acce22dc778c,seed_sweep,seed,q1,all,all,spatial_statistics_heuristic,all,all,all,0.0028789713453285515,0.37309126539889315,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for spatial_statistics_heuristic/regret_against_oracle in q1 tier.
contextgate_bench_v0_cp_q7,stress_06acce22dc778c,seed_sweep,seed,q1,all,all,spatial_statistics_heuristic,all,all,all,0.12627224496133593,0.5840199129032212,0.08,True,seed_stability,none,benchmark_metric_matrix.parquet,Seed spread for spatial_statistics_heuristic/replication_rate in q1 tier.
