benchmark_run_id,dataset_id,task_id,method_id,control_id,split_id,seed,metric_family,metric_name,metric_value,paired_delta_vs_expression,paired_delta_vs_always_context,confidence_low,confidence_high,q_value,runtime_seconds,artifact_registry_ids
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,coordinate_shuffled_control_model,coordinate_shuffled_control,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.8608695652173914,0.6739130434782609,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,coordinate_shuffled_control_model,coordinate_shuffled_control,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,0.5217391304347826,-0.4782608695652174,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,coordinate_shuffled_control_model,coordinate_shuffled_control,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.4782608695652174,0.4782608695652174,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,coordinate_shuffled_control_model,coordinate_shuffled_control,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,coordinate_shuffled_control_model,coordinate_shuffled_control,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.8000000000000003,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,coordinate_shuffled_control_model,coordinate_shuffled_control,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,regret_against_oracle,mean_utility,0.13913043478260875,-0.6739130434782609,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.8608695652173914,0.6739130434782609,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,0.5217391304347826,-0.4782608695652174,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.4782608695652174,0.4782608695652174,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.8000000000000003,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,distant_neighbor_control_model,distant_neighbor_control,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_utility,0.8130434782608694,0.0,0.6739130434782609,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.18695652173913044,0.0,-0.6739130434782609,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,1.0,0.0,0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.0,0.0,-0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.9499999999999997,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,expression_only_linear,not_applicable,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_utility,0.5913043478260869,-0.22173913043478263,0.45217391304347826,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.4086956521739131,0.22173913043478263,-0.45217391304347826,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,1.0,0.0,0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.0,0.0,-0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.43478260869565216,0.43478260869565216,0.43478260869565216,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.6565217391304347,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,ligand_receptor_pathway_heuristic,not_applicable,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_utility,0.46956521739130425,-0.3434782608695653,0.3304347826086956,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.5304347826086958,0.3434782608695653,-0.3304347826086956,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,1.0,0.0,0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.0,0.0,-0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.6191304347826087,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,lightweight_graphsage_aggregation,not_applicable,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,regret_against_oracle,mean_utility,0.13913043478260875,-0.6739130434782609,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.8608695652173914,0.6739130434782609,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,0.5217391304347826,-0.4782608695652174,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.4782608695652174,0.4782608695652174,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.0,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.8000000000000003,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,random_neighbor_control_model,random_neighbor_control,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_utility,1.0,0.18695652173913044,0.8608695652173914,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,regret_against_oracle,mean_regret,0.0,-0.18695652173913044,-0.8608695652173914,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,no_harm_rate,no_harm_rate,1.0,0.0,0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,false_positive_context_rate,false_positive_context_rate,0.0,0.0,-0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,abstention_rate,abstention_rate,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,calibration_or_expected_calibration_error,mean_confidence,0.7282608695652174,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
contextgate_bench_v0_cp_q2_smoke,multi_dataset_seed_evidence,context_utility_detection,spatial_statistics_heuristic,not_applicable,registered_cp_r2_splits,0,compute_runtime,runtime_seconds_estimate,0.23,0.0,0.0,0.0,0.0,1.0,0.23,cp_q2_method_comparison
