baseline_name,eval_scope,bin_id,bin_lower,bin_upper,row_count,accuracy,confidence_mean,ece_contribution
lr_pathway_heuristic,train_allowed,6,0.6,0.7,6,0.8333333333333334,0.6,0.2333333333333334
lr_pathway_heuristic,train_allowed,7,0.7,0.8,0,,,0.0
lr_pathway_heuristic,train_allowed,8,0.8,0.9,0,,,0.0
lr_pathway_heuristic,train_allowed,9,0.9,1.0,0,,,0.0
lr_pathway_heuristic,validation_only,0,0.0,0.1,0,,,0.0
lr_pathway_heuristic,validation_only,1,0.1,0.2,0,,,0.0
lr_pathway_heuristic,validation_only,2,0.2,0.3,0,,,0.0
lr_pathway_heuristic,validation_only,3,0.3,0.4,0,,,0.0
lr_pathway_heuristic,validation_only,4,0.4,0.5,0,,,0.0
lr_pathway_heuristic,validation_only,5,0.5,0.6,0,,,0.0
lr_pathway_heuristic,validation_only,6,0.6,0.7,4,1.0,0.6,0.4
lr_pathway_heuristic,validation_only,7,0.7,0.8,0,,,0.0
lr_pathway_heuristic,validation_only,8,0.8,0.9,0,,,0.0
lr_pathway_heuristic,validation_only,9,0.9,1.0,0,,,0.0
lr_pathway_heuristic,evaluation_only,0,0.0,0.1,0,,,0.0
lr_pathway_heuristic,evaluation_only,1,0.1,0.2,0,,,0.0
lr_pathway_heuristic,evaluation_only,2,0.2,0.3,0,,,0.0
lr_pathway_heuristic,evaluation_only,3,0.3,0.4,0,,,0.0
lr_pathway_heuristic,evaluation_only,4,0.4,0.5,0,,,0.0
lr_pathway_heuristic,evaluation_only,5,0.5,0.6,0,,,0.0
lr_pathway_heuristic,evaluation_only,6,0.6,0.7,8,0.25,0.6,0.2153846153846154
lr_pathway_heuristic,evaluation_only,7,0.7,0.8,5,1.0,0.7,0.1153846153846154
lr_pathway_heuristic,evaluation_only,8,0.8,0.9,0,,,0.0
lr_pathway_heuristic,evaluation_only,9,0.9,1.0,0,,,0.0
oracle_upper_bound,all,0,0.0,0.1,0,,,0.0
oracle_upper_bound,all,1,0.1,0.2,0,,,0.0
oracle_upper_bound,all,2,0.2,0.3,0,,,0.0
oracle_upper_bound,all,3,0.3,0.4,0,,,0.0
oracle_upper_bound,all,4,0.4,0.5,0,,,0.0
oracle_upper_bound,all,5,0.5,0.6,0,,,0.0
oracle_upper_bound,all,6,0.6,0.7,0,,,0.0
oracle_upper_bound,all,7,0.7,0.8,0,,,0.0
oracle_upper_bound,all,8,0.8,0.9,0,,,0.0
oracle_upper_bound,all,9,0.9,1.0,23,1.0,1.0,0.0
oracle_upper_bound,train_allowed,0,0.0,0.1,0,,,0.0
oracle_upper_bound,train_allowed,1,0.1,0.2,0,,,0.0
oracle_upper_bound,train_allowed,2,0.2,0.3,0,,,0.0
oracle_upper_bound,train_allowed,3,0.3,0.4,0,,,0.0
oracle_upper_bound,train_allowed,4,0.4,0.5,0,,,0.0
oracle_upper_bound,train_allowed,5,0.5,0.6,0,,,0.0
oracle_upper_bound,train_allowed,6,0.6,0.7,0,,,0.0
oracle_upper_bound,train_allowed,7,0.7,0.8,0,,,0.0
oracle_upper_bound,train_allowed,8,0.8,0.9,0,,,0.0
oracle_upper_bound,train_allowed,9,0.9,1.0,6,1.0,1.0,0.0
oracle_upper_bound,validation_only,0,0.0,0.1,0,,,0.0
oracle_upper_bound,validation_only,1,0.1,0.2,0,,,0.0
oracle_upper_bound,validation_only,2,0.2,0.3,0,,,0.0
oracle_upper_bound,validation_only,3,0.3,0.4,0,,,0.0
oracle_upper_bound,validation_only,4,0.4,0.5,0,,,0.0
oracle_upper_bound,validation_only,5,0.5,0.6,0,,,0.0
oracle_upper_bound,validation_only,6,0.6,0.7,0,,,0.0
oracle_upper_bound,validation_only,7,0.7,0.8,0,,,0.0
oracle_upper_bound,validation_only,8,0.8,0.9,0,,,0.0
oracle_upper_bound,validation_only,9,0.9,1.0,4,1.0,1.0,0.0
oracle_upper_bound,evaluation_only,0,0.0,0.1,0,,,0.0
oracle_upper_bound,evaluation_only,1,0.1,0.2,0,,,0.0
oracle_upper_bound,evaluation_only,2,0.2,0.3,0,,,0.0
oracle_upper_bound,evaluation_only,3,0.3,0.4,0,,,0.0
oracle_upper_bound,evaluation_only,4,0.4,0.5,0,,,0.0
oracle_upper_bound,evaluation_only,5,0.5,0.6,0,,,0.0
oracle_upper_bound,evaluation_only,6,0.6,0.7,0,,,0.0
oracle_upper_bound,evaluation_only,7,0.7,0.8,0,,,0.0
oracle_upper_bound,evaluation_only,8,0.8,0.9,0,,,0.0
oracle_upper_bound,evaluation_only,9,0.9,1.0,13,1.0,1.0,0.0
random_router,all,0,0.0,0.1,0,,,0.0
random_router,all,1,0.1,0.2,0,,,0.0
random_router,all,2,0.2,0.3,0,,,0.0
random_router,all,3,0.3,0.4,0,,,0.0
random_router,all,4,0.4,0.5,23,0.17391304347826086,0.40000000000000013,0.22608695652173927
random_router,all,5,0.5,0.6,0,,,0.0
random_router,all,6,0.6,0.7,0,,,0.0
random_router,all,7,0.7,0.8,0,,,0.0
random_router,all,8,0.8,0.9,0,,,0.0
random_router,all,9,0.9,1.0,0,,,0.0
random_router,train_allowed,0,0.0,0.1,0,,,0.0
random_router,train_allowed,1,0.1,0.2,0,,,0.0
random_router,train_allowed,2,0.2,0.3,0,,,0.0
random_router,train_allowed,3,0.3,0.4,0,,,0.0
random_router,train_allowed,4,0.4,0.5,6,0.0,0.39999999999999997,0.39999999999999997
random_router,train_allowed,5,0.5,0.6,0,,,0.0
random_router,train_allowed,6,0.6,0.7,0,,,0.0
random_router,train_allowed,7,0.7,0.8,0,,,0.0
random_router,train_allowed,8,0.8,0.9,0,,,0.0
random_router,train_allowed,9,0.9,1.0,0,,,0.0
random_router,validation_only,0,0.0,0.1,0,,,0.0
random_router,validation_only,1,0.1,0.2,0,,,0.0
random_router,validation_only,2,0.2,0.3,0,,,0.0
random_router,validation_only,3,0.3,0.4,0,,,0.0
random_router,validation_only,4,0.4,0.5,4,0.5,0.4,0.09999999999999998
random_router,validation_only,5,0.5,0.6,0,,,0.0
random_router,validation_only,6,0.6,0.7,0,,,0.0
random_router,validation_only,7,0.7,0.8,0,,,0.0
random_router,validation_only,8,0.8,0.9,0,,,0.0
random_router,validation_only,9,0.9,1.0,0,,,0.0
random_router,evaluation_only,0,0.0,0.1,0,,,0.0
random_router,evaluation_only,1,0.1,0.2,0,,,0.0
random_router,evaluation_only,2,0.2,0.3,0,,,0.0
random_router,evaluation_only,3,0.3,0.4,0,,,0.0
random_router,evaluation_only,4,0.4,0.5,13,0.15384615384615385,0.4000000000000001,0.24615384615384622
random_router,evaluation_only,5,0.5,0.6,0,,,0.0
random_router,evaluation_only,6,0.6,0.7,0,,,0.0
random_router,evaluation_only,7,0.7,0.8,0,,,0.0
random_router,evaluation_only,8,0.8,0.9,0,,,0.0
random_router,evaluation_only,9,0.9,1.0,0,,,0.0
spatial_statistics_heuristic,all,0,0.0,0.1,0,,,0.0
spatial_statistics_heuristic,all,1,0.1,0.2,0,,,0.0
spatial_statistics_heuristic,all,2,0.2,0.3,0,,,0.0
spatial_statistics_heuristic,all,3,0.3,0.4,0,,,0.0
spatial_statistics_heuristic,all,4,0.4,0.5,0,,,0.0
spatial_statistics_heuristic,all,5,0.5,0.6,0,,,0.0
spatial_statistics_heuristic,all,6,0.6,0.7,11,1.0,0.6500000000000001,0.16739130434782604
spatial_statistics_heuristic,all,7,0.7,0.8,0,,,0.0
spatial_statistics_heuristic,all,8,0.8,0.9,12,1.0,0.8000000000000002,0.10434782608695643
spatial_statistics_heuristic,all,9,0.9,1.0,0,,,0.0
spatial_statistics_heuristic,train_allowed,0,0.0,0.1,0,,,0.0
spatial_statistics_heuristic,train_allowed,1,0.1,0.2,0,,,0.0
spatial_statistics_heuristic,train_allowed,2,0.2,0.3,0,,,0.0
spatial_statistics_heuristic,train_allowed,3,0.3,0.4,0,,,0.0
spatial_statistics_heuristic,train_allowed,4,0.4,0.5,0,,,0.0
spatial_statistics_heuristic,train_allowed,5,0.5,0.6,0,,,0.0
spatial_statistics_heuristic,train_allowed,6,0.6,0.7,5,1.0,0.65,0.2916666666666667
spatial_statistics_heuristic,train_allowed,7,0.7,0.8,0,,,0.0
spatial_statistics_heuristic,train_allowed,8,0.8,0.9,1,1.0,0.8,0.033333333333333326
spatial_statistics_heuristic,train_allowed,9,0.9,1.0,0,,,0.0
spatial_statistics_heuristic,validation_only,0,0.0,0.1,0,,,0.0
spatial_statistics_heuristic,validation_only,1,0.1,0.2,0,,,0.0
spatial_statistics_heuristic,validation_only,2,0.2,0.3,0,,,0.0
spatial_statistics_heuristic,validation_only,3,0.3,0.4,0,,,0.0
spatial_statistics_heuristic,validation_only,4,0.4,0.5,0,,,0.0
spatial_statistics_heuristic,validation_only,5,0.5,0.6,0,,,0.0
spatial_statistics_heuristic,validation_only,6,0.6,0.7,4,1.0,0.65,0.35
spatial_statistics_heuristic,validation_only,7,0.7,0.8,0,,,0.0
spatial_statistics_heuristic,validation_only,8,0.8,0.9,0,,,0.0
spatial_statistics_heuristic,validation_only,9,0.9,1.0,0,,,0.0
spatial_statistics_heuristic,evaluation_only,0,0.0,0.1,0,,,0.0
spatial_statistics_heuristic,evaluation_only,1,0.1,0.2,0,,,0.0
spatial_statistics_heuristic,evaluation_only,2,0.2,0.3,0,,,0.0
spatial_statistics_heuristic,evaluation_only,3,0.3,0.4,0,,,0.0
spatial_statistics_heuristic,evaluation_only,4,0.4,0.5,0,,,0.0
spatial_statistics_heuristic,evaluation_only,5,0.5,0.6,0,,,0.0
spatial_statistics_heuristic,evaluation_only,6,0.6,0.7,2,1.0,0.65,0.05384615384615385
spatial_statistics_heuristic,evaluation_only,7,0.7,0.8,0,,,0.0
spatial_statistics_heuristic,evaluation_only,8,0.8,0.9,11,1.0,0.8,0.16923076923076918
spatial_statistics_heuristic,evaluation_only,9,0.9,1.0,0,,,0.0
